Accounts,On/Off,Wine,Date,Address,Lat,Lon
Barrel Chest,Off,Cabernet Franc,10/21,"2601 Franklin Rd. Suite A, Roanoke, VA 24014",37.2489661,-79.9590297
Barrel Chest,Off,Cabernet Franc,12/21,"2601 Franklin Rd. Suite A, Roanoke, VA 24014",37.2489661,-79.9590297
Heirloom,on,Cabernet Franc,12/21,"2484 N Landing Rd #113, Virginia Beach, VA 23456",36.7493507,-76.0582579
Heirloom,on,Cabernet Franc,12/21,"2484 N Landing Rd #113, Virginia Beach, VA 23456",36.7493507,-76.0582579
Murphy Beverage Co,off,Cabernet Franc,10/21,"67 N Loudon St, Winchester, VA 22601",39.1843006,-78.1655273
Organic Butcher of McLean,off,Cabernet Franc,10/21,"6712 Old Dominion Drive, McLean, VA 22101",38.9335412,-77.1758584
Organic Butcher of McLean,off,Cabernet Franc,10/21,"6712 Old Dominion Drive, McLean, VA 22101",38.9335412,-77.1758584
Organic Butcher of McLean,off,Cabernet Franc,12/21,"6712 Old Dominion Drive, McLean, VA 22101",38.9335412,-77.1758584
Salisbury Country Club,on,Cabernet Franc,12/21,"13620 W. Salisbury Rd, Midlothian, VA 23113",37.527933,-77.653554
Williamsburg Winery,on,Cabernet Franc,10/21,"5800 Wessex Hundred, Williamsburg, VA 23185",37.2315138,-76.718275
Wine Guild,off,Cabernet Franc,12/21,"221 Carlton Rd, Suite 1, Charlottesville, VA 22902",38.0239329,-78.4698251
Wine Guild,off,Cabernet Franc,12/21,"221 Carlton Rd, Suite 1, Charlottesville, VA 22902",38.0239329,-78.4698251
Arrowine,Off,Chardonnay,10/21,"4508 Lee Hwy, Arlington, VA 22207",38.8983733,-77.1183586
Arrowine,Off,Chardonnay,2/22,"4508 Lee Hwy, Arlington, VA 22207",38.8983733,-77.1183586
Balducci's - Alexandria,Off,Chardonnay,1/22,"600 Franklin St, Alexandria, VA 22314",38.7978102,-77.0479011
Barrel Chest,Off,Chardonnay,10/21,"2601 Franklin Rd. Suite A, Roanoke, VA 24014",37.2489661,-79.9590297
Barrel Chest,Off,Chardonnay,10/21,"2601 Franklin Rd. Suite A, Roanoke, VA 24014",37.2489661,-79.9590297
Barrel Thief,on/off,Chardonnay,12/21,"5805 Patterson Ave, Richmond, VA 23226",37.5794435,-77.5149812
Barrel Thief,Off,Chardonnay,1/22,"5805 Patterson Ave, Richmond, VA 23226",37.5794435,-77.5149812
Basic Necessities,Off,Chardonnay,2/22,"2226 Rockfish Valley Hwy, Nellysford, VA 22958",37.8864588,-78.8838422
Blacksburg Wine Lab,on,Chardonnay,12/21,"223 Gilbert Street, Blacksburg, VA 24060",37.2331803,-80.4212379
Bottleworks,off,Chardonnay,1/22,"3078 Stony Point Rd., Richmond, VA 23235",37.537796,-77.5651916
Caboose,on/off,Chardonnay,11/21,"108 S. Railroad Ave., Ashland, VA 23005",37.758286,-77.4816338
Caboose,on/off,Chardonnay,12/21,"108 S. Railroad Ave., Ashland, VA 23005",37.758286,-77.4816338
Caboose,on,Chardonnay,1/22,"108 S. Railroad Ave., Ashland, VA 23005",37.758286,-77.4816338
Caboose,on,Chardonnay,2/22,"108 S. Railroad Ave., Ashland, VA 23005",37.758286,-77.4816338
Caboose,on,Chardonnay,3/22,"108 S. Railroad Ave., Ashland, VA 23005",37.758286,-77.4816338
Clementine Cafe,on,Chardonnay,11/21,"153 S Main St, Harrisonburg, VA 22801",38.4478062,-78.8692932
Common House,On,Chardonnay,10/21,"206 West Market Street, Charlottesville, VA 22902",38.0317194,-78.4822538
Commune - Norfolk,on,Chardonnay,10/21,"759 Granby St., Norfolk, VA 23510",36.8562717,-76.2885787
Corks & Kegs,off,Chardonnay,11/21,"7110 Patterson Ave, Suite A, Richmond, VA 23229",37.5924087,-77.5329934
Corks & Kegs,off,Chardonnay,3/22,"7110 Patterson Ave, Suite A, Richmond, VA 23229",37.5924087,-77.5329934
Crystal Palate,off,Chardonnay,10/21,"4500 Pretty Lake Avenue, Norfolk, VA 23518",36.925493,-76.1880817
Crystal Palate,off,Chardonnay,10/21,"4500 Pretty Lake Avenue, Norfolk, VA 23518",36.925493,-76.1880817
Crystal Palate,off,Chardonnay,11/21,"4500 Pretty Lake Avenue, Norfolk, VA 23518",36.925493,-76.1880817
Crystal Spring Grocery,Off,Chardonnay,12/21,"2205 Crystal Spring Ave SW, Roanoke, VA 24014",37.2485824,-79.9468989
Crystal Spring Grocery,off,Chardonnay,3/22,"2205 Crystal Spring Ave SW, Roanoke, VA 24014",37.2485824,-79.9468989
Dominion Wine and Beer,on/off,Chardonnay,11/21,"107 Rowell Ct., Falls Church, VA 22046",38.889851,-77.1836308
Dominion Wine and Beer,on/off,Chardonnay,12/21,"107 Rowell Ct., Falls Church, VA 22046",38.889851,-77.1836308
Dover Hall,on,Chardonnay,10/21,"1500 Manakin Rd Bldg 1, Manakin Sabot, VA 23103",37.65793,-77.719843
Ellwood Thompson,off,Chardonnay,12/21,"4 N Thompson St, Richmond, VA 23221",37.5574138,-77.4884332
Ellwood Thompson,off,Chardonnay,12/21,"4 N Thompson St, Richmond, VA 23221",37.5574138,-77.4884332
Ellwood Thompson,off,Chardonnay,12/21,"4 N Thompson St, Richmond, VA 23221",37.5574138,-77.4884332
Fat Canary,on,Chardonnay,11/21,"The Cheese Shop of VA, Inc., Williamsburg, VA 23185",37.2706994,-76.7061859
Fat Canary,on,Chardonnay,12/21,"The Cheese Shop of VA, Inc., Williamsburg, VA 23185",37.2706994,-76.7061859
Fat Canary,on,Chardonnay,12/21,"The Cheese Shop of VA, Inc., Williamsburg, VA 23185",37.2706994,-76.7061859
Foods of All Nations,off,Chardonnay,10/21,"2121 Ivy Rd, Charlottesville, VA 22903",38.0432978,-78.5119067
Foods of All Nations,off,Chardonnay,10/21,"2121 Ivy Rd, Charlottesville, VA 22903",38.0432978,-78.5119067
Foods of All Nations,off,Chardonnay,12/21,"2121 Ivy Rd, Charlottesville, VA 22903",38.0432978,-78.5119067
Foods of All Nations,off,Chardonnay,2/22,"2121 Ivy Rd, Charlottesville, VA 22903",38.0432978,-78.5119067
Green Hill Kitchen,on,Chardonnay,11/21,"48 Front Street, Greenport, NY 11944",41.1024434,-72.3602946
Greenwood,off,Chardonnay,12/21,"6701 Rockfish Gap TPK, Crozet, VA 22932",38.0413202,-78.732343
Greenwood,off,Chardonnay,3/22,"6701 Rockfish Gap TPK, Crozet, VA 22932",38.0413202,-78.732343
J Emerson,off,Chardonnay,3/22,"5716 Grove Ave, Richmond, VA 23226",37.5733362,-77.5180274
La Fromagerie,on/off,Chardonnay,10/21,"1222 King St, Alexandria, VA 22314",38.805648,-77.053429
Lafayette Inn,on,Chardonnay,10/21,"146 Main St, Stanardsville, VA 22973",38.2973026,-78.4385356
Lafayette Inn,on,Chardonnay,11/21,"146 Main St, Stanardsville, VA 22973",38.2973026,-78.4385356
Locke Store,off,Chardonnay,2/22,"2049 Millwood Rd., Millwood, VA 22646",39.0695654,-78.0379321
Lucky,on,Chardonnay,11/21,"18 Kirk Ave SW, Roanoke, VA 24011",37.2709987,-79.9414035
Lydia Mountain Lodge,on,Chardonnay,3/22,"426 Mountain Laurel Pass, Stanardsville, VA 22973",38.3359273,-78.4848288
Mae's Market,On/Off,Chardonnay,12/21,"277 S Washington St, Alexandria, VA 22314",38.8033071,-77.0475695
Mae's Market,off,Chardonnay,1/22,"Virginia's Darling LLC, Alexandria, VA 22314",38.7999723,-77.0506896
Mae's Market,off,Chardonnay,3/22,"Virginia's Darling LLC, Alexandria, VA 22314",38.8079236,-77.0563564
Marigold by Jean Georges,on,Chardonnay,12/21,"Keswick Hall & Golf Club, Keswick, VA 22947",38.0167803,-78.3666045
Market Street Wine Shop,off,Chardonnay,11/21,"311 East Market St, Charlottesville, VA 22902",38.0310819,-78.4790515
Metro Liquors,off,Chardonnay,11/21,"1726 Columbia Rd NW, Washington, DC 20009",38.9243637,-77.0397196
Mom's Apple Pie - Hill High,off,Chardonnay,3/22,"35246 Harry Byrd Hwy Ste. 100, Round Hill, VA 20141",39.1277991,-77.7873132
Mom's Apple Pie - Occoquan,off,Chardonnay,3/22,"126 A Commerce St, Occoquan Historic Dist., VA 22125",38.6823226,-77.260111
Mona Lisa,off,Chardonnay,10/21,"921 Preston Ave, Charlottesville, VA 22903",38.038434,-78.489901
Mona Lisa,off,Chardonnay,10/21,"921 Preston Ave, Charlottesville, VA 22903",38.038434,-78.489901
Mona Lisa,off,Chardonnay,12/21,"921 Preston Ave, Charlottesville, VA 22903",38.038434,-78.489901
Mona Lisa,off,Chardonnay,1/22,"921 Preston Ave, Charlottesville, VA 22903",38.038434,-78.489901
Mona Lisa,off,Chardonnay,3/22,"921 Preston Ave, Charlottesville, VA 22903",38.038434,-78.489901
Murphy Beverage Co,off,Chardonnay,10/21,"67 N Loudon St, Winchester, VA 22601",39.1843006,-78.1655273
Norm's Beer & Wine,off,Chardonnay,2/22,"136 Branch Rd SE, Vienna, VA 22180",38.9062317,-77.257151
Norm's Beer & Wine,off,Chardonnay,2/22,"136 Branch Rd SE, Vienna, VA 22180",38.9062317,-77.257151
Old Lex Mercantile,Off,Chardonnay,12/21,"113 W Nelson St., Lexington, VA 24450",37.7851009,-79.4439846
Omni - Homestead Resort,on,Chardonnay,3/22,"7696 Sam Snead Highway, Hot Springs, VA 24445",37.9970692,-79.8305868
Primland Resort,on,Chardonnay,10/21,"2000 Busted Rock Road, Meadows of Dan, VA 24120",36.6881805,-80.3543771
Primland Resort,on,Chardonnay,11/21,"2000 Busted Rock Road, Meadows of Dan, VA 24120",36.6881805,-80.3543771
Primland Resort,on,Chardonnay,11/21,"2000 Busted Rock Road, Meadows of Dan, VA 24120",36.6881805,-80.3543771
